NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO,REDSHIFT_BIN,pointing,redshift_bin
4066,2787.1719,1687.974,215.0134695,52.9896975,0.001,F277W,2.000921,0.06202909,32.257784210601834,0.01472525,0.00184103,7.9983759091378195,24.259408301464013,4.033041779612862,redshift_z7-8,nircam1,redshift_z7-8
4066,2787.1719,1687.974,215.0134695,52.9896975,0.001,F356W,2.340443,0.06528598,35.84909041726876,0.01756971,0.00167022,10.519398642095052,25.32969177517371,3.4079030215484853,redshift_z7-8,nircam1,redshift_z7-8
4066,2787.1719,1687.974,215.0134695,52.9896975,0.001,F410M,2.073876,0.144187,14.38323843342326,0.02003239,0.00279792,7.159743666723852,7.2234947666994085,2.0089041036862607,redshift_z7-8,nircam1,redshift_z7-8
4066,2787.1719,1687.974,215.0134695,52.9896975,0.001,F444W,2.162656,0.1154337,18.73504877691697,0.01603959,0.00234311,6.845427658112509,11.88962111880446,2.736870464873598,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F606W,0.006481661,0.007628359,0.8496795968831565,0.00293815,0.00213165,1.3783454131775854,-0.5286658162944289,0.6164489602967788,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F814W,-0.002990835,0.006148217,-0.486455666740455,0.00137235,0.00271642,0.5052053806112456,-0.9916610473517007,-0.9628869473874061,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F115W,-0.03637914,0.01449369,-2.5099984889976255,-0.00111291,0.00139841,-0.7958395606438741,-1.7141589283537515,,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F150W,0.1263082,0.01717597,7.35377390621898,0.00658314,0.00180664,3.6438582119293277,3.7099156942896525,2.0181284447742955,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F200W,0.009316429,0.01363315,0.6833658398829323,-0.00045726,0.00180276,-0.25364441190175063,0.937010251784683,,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F277W,0.08855826,0.01132491,7.819776051200407,0.00265677,0.00175964,1.5098372394353392,6.309938811765067,5.179217896443532,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F356W,0.05497834,0.01191953,4.6124587127177,-0.00276163,0.00173399,-1.5926447096004015,6.205103422318102,,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F410M,0.2323003,0.02632482,8.824383224652628,0.01212013,0.00309089,3.9212427488522725,4.903140475800356,2.2504047287650017,redshift_z7-8,nircam1,redshift_z7-8
4155,6842.8457,1703.053,214.9769061,52.9640551,0.365,F444W,0.1474948,0.02107521,6.99849728662253,0.00469849,0.00314096,1.495877056696042,5.502620229926488,4.6785243849385445,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F606W,0.05191967,0.01965691,2.6412935705561047,0.00249235,0.00253003,0.9851068959656605,1.6561866745904443,2.6812253384613163,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F814W,0.01793606,0.01584285,1.13212332377066,0.00289783,0.00319112,0.9080918298277721,0.2240314939428879,1.24670576981777,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F115W,0.4604408,0.03734762,12.328517854685252,0.00915925,0.00165024,5.550253296490208,6.778264558195044,2.221253192621207,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F150W,0.7081748,0.04425937,16.000562140852885,0.01280557,0.00205005,6.246467159337578,9.754094981515308,2.5615378633559813,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F200W,0.3427927,0.03513016,9.757789318352094,0.00698726,0.00184318,3.790872296791415,5.966917021560679,2.574022165455445,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F277W,0.3532181,0.02918225,12.10386793341843,0.00815027,0.00150984,5.3981017856196685,6.705766147798761,2.242245221396651,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F356W,0.5409435,0.03071449,17.611996813230498,0.01343159,0.00118732,11.312527372570159,6.299469440660339,1.5568578296601394,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F410M,0.5656542,0.0678343,8.338763722777415,0.01331043,0.00269324,4.942162599694049,3.396601123083366,1.6872702090565854,redshift_z7-8,nircam1,redshift_z7-8
4302,1418.9958,1759.958,215.0250019,52.9987622,0.006,F444W,0.2465252,0.05430701,4.5394728967770455,0.00854904,0.00196119,4.359108500451257,0.18036439632578816,1.0413764411477981,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F606W,0.00276825,0.01600138,0.1730007036893068,0.00100623,0.0021336,0.4716113610798651,-0.2986106573905583,0.3668289569894606,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F814W,0.02363737,0.01289661,1.832835915794926,0.00560961,0.00333187,1.6836221101063369,0.14921380568858922,1.088626660812363,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F115W,0.4949138,0.03040222,16.278870424593993,0.0105582,0.00178498,5.9150242579748795,10.363846166619114,2.752122343817297,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F150W,0.5788574,0.03602861,16.06660373519822,0.01207164,0.00170944,7.061751216772744,9.004852518425476,2.275158560816695,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F200W,0.329111,0.02859713,11.508532499589993,0.00819324,0.00161731,5.065967563423214,6.442564936166779,2.2717343440338493,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F277W,0.1637806,0.02375533,6.894477997148429,0.00462474,0.00148627,3.1116418954833236,3.7828361016651053,2.215704193710738,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F356W,0.1962582,0.02500262,7.849505371837031,0.00479636,0.00115212,4.163073290976635,3.6864320808603965,1.8855073699640728,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F410M,0.07126429,0.0552194,1.2905661778288064,0.00367817,0.00253461,1.4511778932459036,-0.16061171541709718,0.8893232069172092,redshift_z7-8,nircam1,redshift_z7-8
4313,820.8599,1763.1913,215.0303426,53.002572,0.007,F444W,0.3445828,0.04420773,7.794627772111348,0.00999133,0.00161865,6.172631513915918,1.6219962581954306,1.262772247871708,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F606W,0.02656722,0.01398301,1.899964313835147,0.00197506,0.00203195,0.9720022638352321,0.9279620499999148,1.9546912435558044,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F814W,0.005780279,0.01126987,0.5128966882492877,0.00246339,0.00255488,0.964190098947896,-0.4512934106986083,0.5319456078308104,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F115W,0.1004609,0.02656737,3.7813641320160785,0.00358914,0.00140134,2.5612199751666265,1.220144156849452,1.476391785430329,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F150W,0.04201443,0.03148406,1.3344667110912631,-0.00021123,0.00208883,-0.10112359550561799,1.4355903065968811,,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F200W,0.04616527,0.02498997,1.8473519576053914,0.00020774,0.00132397,0.15690687855465005,1.6904450790507413,11.773556230436169,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F277W,0.1301314,0.0207589,6.268704025743175,0.00223848,0.00172514,1.2975642556546136,4.971139770088562,4.831131867593448,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F356W,0.2398568,0.02184887,10.977995658356702,0.00727138,0.00147942,4.915020751375539,6.062974906981164,2.233560388383783,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F410M,0.5762277,0.04825418,11.941508486933152,0.01774474,0.00287589,6.170173407188731,5.771335079744421,1.9353602725363226,redshift_z7-8,nircam1,redshift_z7-8
4807,7187.4741,1958.4575,214.9711245,52.9632486,0.348,F444W,0.3335723,0.03863149,8.634725194394521,0.00917279,0.00333671,2.749052210111157,5.885672984283364,3.140982613074991,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F606W,0.01514334,0.007474235,2.026072233479413,0.00117324,0.00212439,0.5522714755765186,1.4738007579028942,3.6686164741070275,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F814W,-0.0066222,0.006023997,-1.0993033363064424,0.00289263,0.00281927,1.0260209203091581,-2.1253242566156008,-1.0714239003773949,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F115W,0.08467731,0.01420086,5.962829715946781,0.00522114,0.002912,1.792973901098901,4.16985581484788,3.3256645354916796,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F150W,-0.07298819,0.01682894,-4.337064009973296,-0.00021464,0.0026894,-0.07980962296422993,-4.257254387009066,,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F200W,0.05343594,0.0133577,4.0003847967838775,0.00316959,0.002357,1.3447560458209586,2.6556287509629186,2.9748033550142448,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F277W,-0.002398782,0.0110961,-0.2161824424797902,0.00075499,0.00149885,0.5037128465156621,-0.7198952889954523,-0.42917794131158493,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F356W,-0.04113011,0.01167871,-3.5218024935973236,-0.00102312,0.00186249,-0.5493291239147592,-2.9724733696825645,,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F410M,0.491724,0.02579295,19.064279192570062,0.01468822,0.0055012,2.6700029084563366,16.394276284113726,7.1401716950158995,redshift_z7-8,nircam1,redshift_z7-8
4948,198.5919,2023.0408,215.0331974,53.0079225,0.341,F444W,0.05864925,0.0206494,2.840239910118454,0.00263403,0.00306962,0.8580964419048612,1.9821434682135926,3.3099308788805777,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F606W,0.07511596,0.03349536,2.2425780764858176,0.00457537,0.00293538,1.5586976813904843,0.6838803950953334,1.438751146717083,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F814W,-0.01818545,0.0269962,-0.6736299923692963,0.000553,0.00322999,0.17120796039616223,-0.8448379527654586,-3.9345716800233332,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F115W,1.173858,0.06364033,18.44519033763653,0.01276277,0.0025837,4.93972597437783,13.5054643632587,3.7340513286184347,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F150W,0.9952119,0.07541794,13.195957089254891,0.01323702,0.00261422,5.063468262043745,8.132488827211146,2.606110358817311,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F200W,1.256119,0.05986177,20.98365952092629,0.01274203,0.00256434,4.968931576935976,16.014727943990316,4.222972121074282,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F277W,0.6655989,0.04972655,13.385181557940376,0.01295249,0.00199747,6.484447826500523,6.9007337314398525,2.0641975872237044,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F356W,0.9259275,0.05233748,17.69148036932615,0.01432257,0.00176799,8.10104695162303,9.590433417703121,2.1838511089954484,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F410M,2.101743,0.1155896,18.18280364323434,0.04815271,0.0030173,15.958873827594207,2.2239298156401333,1.1393538065195288,redshift_z7-8,nircam1,redshift_z7-8
7246,4106.7295,2888.0352,214.9889768,52.9878154,0.0,F444W,1.551847,0.09253912,16.76963212963339,0.02611676,0.00271197,9.630180274855547,7.1394518547778425,1.7413622228255674,redshift_z7-8,nircam1,redshift_z7-8
7297,7806.3838,2892.4849,214.955734,52.9643673,0.019,F606W,-0.01657057,0.01220538,-1.3576447435475176,-0.00063081,0.00250945,-0.25137380700950407,-1.1062709365380137,,redshift_z7-8,nircam1,redshift_z7-8
7297,7806.3838,2892.4849,214.955734,52.9643673,0.019,F814W,0.007640113,0.009837147,0.7766594318454324,0.00184486,0.00281918,0.654395959108677,0.12226347273675542,1.1868340888034898,redshift_z7-8,nircam1,redshift_z7-8
