ID_mine	X_IMAGE_mine	Y_IMAGE_mine	MAG_AUTO_mine	MAGERR_AUTO_mine	MAG_APER_mine	MAGERR_APER_mine	CLASS_STAR_mine	FLUX_AUTO_mine	FLUXERR_AUTO_mine	FLUX_APER_mine	FLUXERR_APER_mine	RA_mine	DEC_mine	ID_romeo	X_IMAGE_romeo	Y_IMAGE_romeo	MAG_AUTO_romeo	MAGERR_AUTO_romeo	MAG_APER_romeo	MAGERR_APER_romeo	CLASS_STAR_romeo	FLUX_AUTO_romeo	FLUXERR_AUTO_romeo	FLUX_APER_romeo	FLUXERR_APER_romeo	RA_romeo	DEC_romeo	DELTA_FLUX	DELTA_MAG
8232.0	10337.709	3970.9136	17.3244	0.0	19.3158	0.0	0.029	20176.9	0.5303848	3223.167	0.02408253	214.7934466	52.8085532	8214.0	10337.709	3970.9136	17.3241	0.0	19.3158	0.0	0.029	20182.68	0.5304334	3223.167	0.02408253	214.7934466	52.8085532	5.779999999998836	0.0002999999999993008
8970.0	10340.3311	3459.5352	25.5635	0.0069	26.394	0.0055	0.025	10.21439	0.06507735	4.753521	0.02404586	214.7988016	52.8057816	8950.0	10340.3311	3459.5352	25.6212	0.0069	26.394	0.0055	0.025	9.685485	0.061833	4.753521	0.02404586	214.7988016	52.8057816	0.528905	0.05770000000000053
9025.0	10348.3057	3470.3391	27.0183	0.014	27.4258	0.0142	0.538	2.674863	0.03451248	1.837672	0.02405809	214.7986169	52.8057891	9039.0	10348.3057	3470.3391	27.3442	0.0171	27.6474	0.0174	0.741	1.981212	0.03115341	1.498417	0.02405809	214.7986169	52.8057891	0.6936510000000002	0.32590000000000074
9362.0	1071.0582	3912.7368	19.5839	0.0001	20.6866	0.0	0.029	2517.993	0.2417699	911.9537	0.02404586	214.8767551	52.8671274	9346.0	1071.0582	3912.7368	19.5844	0.0001	20.6866	0.0	0.029	2516.898	0.2414504	911.9537	0.02404586	214.8767551	52.8671274	1.0949999999998	0.0004999999999988347
10403.0	7620.1738	4052.3679	22.9402	0.0013	24.2927	0.0008	0.029	114.4313	0.1369	32.92408	0.02402751	214.816818	52.8262676	10326.0	7620.1738	4052.3679	22.9353	0.0013	24.2927	0.0008	0.029	114.9452	0.1376232	32.92408	0.02402751	214.816818	52.8262676	0.5139000000000067	0.004899999999999238
10505.0	6646.6885	4659.8481	25.4102	0.0062	26.3134	0.0051	0.027	11.76333	0.06740822	5.119649	0.02402751	214.8191108	52.8357291	10315.0	6646.6885	4659.8481	25.3372	0.0062	26.3134	0.0051	0.027	12.58187	0.07143292	5.119503	0.02402751	214.8191108	52.8357291	0.8185400000000005	0.0730000000000004
10521.0	7604.356	4043.2751	24.0204	0.0023	25.1215	0.0017	0.029	42.30952	0.09066498	15.34704	0.02402139	214.8170548	52.8263192	10506.0	7604.356	4043.2751	24.037	0.0023	25.1222	0.0017	0.029	41.66971	0.08993215	15.33707	0.02402139	214.8170548	52.8263192	0.6398099999999971	0.016600000000000392
10678.0	146.3614	4535.9707	23.4844	0.0034	26.0122	0.0039	0.001	69.31664	0.2174154	6.756725	0.02403975	214.8784612	52.8763628	10791.0	146.3614	4535.9707	23.4598	0.0034	26.0122	0.0039	0.001	70.90521	0.2219836	6.756725	0.02403975	214.8784612	52.8763628	1.58856999999999	0.02459999999999951
10859.0	6634.4556	4666.9189	26.4066	0.0124	27.1188	0.0107	0.012	4.698714	0.05375451	2.438252	0.02403975	214.8191455	52.8358449	11810.0	6634.4556	4666.9189	26.2402	0.0111	27.1223	0.0107	0.013	5.476582	0.05609712	2.43049	0.02403975	214.8191455	52.8358449	0.7778679999999998	0.16639999999999944
11091.0	1263.4789	4517.9854	23.7422	0.002	24.6963	0.0011	0.029	54.66814	0.1005472	22.70313	0.02403363	214.8686669	52.8691699	11078.0	1263.4789	4517.9854	23.7066	0.0019	24.623	0.0011	0.029	56.49169	0.1002909	24.28802	0.02403363	214.8686669	52.8691699	1.8235499999999973	0.035599999999998744
11168.0	8789.3838	4225.416	22.4947	0.0008	23.8055	0.0005	0.029	172.4751	0.1264876	51.56985	0.02401527	214.8045713	52.8197679	10493.0	8789.3838	4225.416	22.4915	0.0008	23.8055	0.0005	0.029	172.9908	0.1266329	51.56985	0.02401527	214.8045713	52.8197679	0.5157000000000096	0.0032000000000032003
11240.0	7968.7417	4184.1104	21.2396	0.0002	22.1384	0.0001	0.029	547.9813	0.09944427	239.463	0.02405809	214.8123234	52.824762	11323.0	7968.7417	4184.1104	21.2351	0.0002	22.1384	0.0001	0.029	550.2729	0.09973958	239.463	0.02405809	214.8123234	52.824762	2.2916000000000167	0.0045000000000001705
11313.0	143.4213	4521.0669	22.9498	0.0029	26.2182	0.0047	0.001	113.4199	0.3041781	5.588689	0.02402139	214.8786443	52.8763011	11572.0	143.4213	4521.0669	22.9575	0.0029	26.2182	0.0047	0.001	112.623	0.3030885	5.588689	0.02402139	214.8786443	52.8763011	0.7968999999999937	0.007699999999999818
11737.0	7772.2988	4624.9971	25.3847	0.0112	28.6878	0.0453	0.0	12.04226	0.1242591	0.5747538	0.02399076	214.8094371	52.8283865	11259.0	7772.2988	4624.9971	25.3296	0.0108	28.7016	0.0459	0.0	12.66951	0.1264586	0.5675128	0.02399076	214.8094371	52.8283865	0.6272500000000001	0.05509999999999948
11947.0	7762.1113	4617.0396	26.3829	0.0143	28.195	0.0288	0.0	4.802093	0.06312746	0.9048771	0.02402139	214.8096117	52.8284084	11746.0	7762.1113	4617.0396	26.2705	0.0136	28.1164	0.0268	0.0	5.326289	0.06669547	0.9728131	0.02402139	214.8096117	52.8284084	0.5241959999999999	0.11240000000000094
